Case Identification,Region,Type of Place of Residence,Source of Drinking Water,Type of Toilet Facility,Has Electricity,Main Floor Material,Main Wall Material,Main Roof Material,Has Bicycle,Has Motorcycle or Scooter,Has Car or Truck,Has Mosquito Bed Net for Sleeping,Owns Land Suitable for Agriculture,Has Bank Account,Wealth Index,State
198007,5,0,7,8,1,1,4,13,0,1,0,1,1,0,3,29
198008,5,0,9,8,1,1,4,13,0,0,0,1,1,0,3,29
198009,5,0,7,10,1,1,4,13,0,1,0,1,1,0,0,29
198011,5,0,13,8,1,1,4,13,0,0,0,1,1,0,0,29
198012,5,0,7,2,1,1,4,13,0,1,0,1,1,1,3,29
198013,5,0,13,8,1,1,4,13,0,0,0,0,0,0,0,29
198015,5,0,7,8,1,1,4,13,0,0,0,0,1,0,0,29
198016,5,0,11,2,1,1,4,13,0,0,0,1,1,0,3,29
198017,5,0,13,8,0,1,4,13,0,0,0,1,1,0,0,29
198019,5,0,13,8,1,0,4,13,0,1,0,1,1,0,3,29
198020,5,0,11,2,1,1,4,13,0,1,0,1,1,1,3,29
198022,5,0,13,8,1,4,4,13,0,1,0,0,1,0,0,29
198023,5,0,13,8,1,1,4,13,0,1,0,1,1,0,0,29
198024,5,0,13,8,1,1,4,13,0,0,0,1,0,1,0,29
198026,5,0,7,8,0,1,4,13,0,1,0,1,1,0,0,29
198027,5,0,13,8,0,1,4,13,0,0,0,1,1,0,0,29
198028,5,0,13,8,1,1,4,13,0,0,0,1,1,0,0,29
198030,5,0,13,8,1,1,4,13,0,1,0,1,1,0,0,29
198031,5,0,13,8,1,0,4,13,0,1,0,1,1,1,3,29
198032,5,0,11,8,1,1,4,13,0,0,0,1,0,0,3,29
198034,5,0,13,8,1,0,4,13,0,1,0,1,1,0,0,29
199003,5,1,12,2,1,1,4,13,0,0,0,1,0,1,4,12
199005,5,1,8,2,1,0,4,13,0,1,0,1,0,1,4,12
199008,5,1,11,10,1,0,4,13,1,0,0,0,0,1,4,12
199010,5,1,7,2,1,0,4,13,0,1,0,1,0,1,4,12
199013,5,1,11,2,1,0,4,13,0,1,0,0,0,1,4,12
199016,5,1,11,2,1,1,4,13,0,1,0,0,0,0,3,12
199018,5,1,11,2,1,1,4,13,0,1,0,1,0,1,4,12
199021,5,1,11,2,1,1,4,13,0,1,0,1,0,1,3,12
199023,5,1,7,3,1,1,4,13,0,0,0,1,1,1,3,12
199026,5,1,7,3,1,1,4,13,0,0,1,1,0,0,4,12
199028,5,1,7,4,1,1,4,13,0,1,0,1,0,1,3,12
199031,5,1,7,4,1,1,4,13,0,0,0,1,0,1,3,12
199034,5,1,8,4,1,1,4,13,0,1,1,1,0,1,4,12
199036,5,1,7,4,1,1,4,13,0,1,0,1,0,1,4,12
199039,5,1,4,3,1,1,4,13,0,1,0,1,1,1,4,12
199041,5,1,11,3,1,1,4,13,0,0,0,1,0,1,4,12
199044,5,1,7,3,1,1,4,13,0,1,1,1,1,1,4,12
199046,5,1,7,3,1,1,4,13,0,0,0,1,0,1,4,12
199049,5,1,11,3,1,1,4,13,0,0,0,0,0,1,4,12
199051,5,1,6,3,1,1,4,13,0,0,0,1,1,1,4,12
199054,5,1,11,6,1,1,5,13,0,0,0,0,0,0,4,12
199057,5,1,7,10,1,1,4,13,0,0,0,1,1,1,4,12
199059,5,1,7,4,1,1,5,13,0,0,0,1,0,0,4,12
199062,5,1,7,2,1,8,0,13,0,1,0,1,0,0,4,12
199064,5,1,11,2,1,1,5,13,0,0,0,1,0,1,4,12
200002,5,1,10,10,1,0,4,13,0,0,1,1,1,1,4,12
200003,5,1,3,3,1,1,4,13,0,1,1,1,1,1,4,12
200004,5,1,8,2,1,1,4,13,0,1,0,1,1,1,4,12
200006,5,1,10,10,0,1,4,13,0,1,0,1,1,0,3,12
200007,5,1,7,4,1,1,4,13,0,1,0,0,1,1,4,12
200008,5,1,8,11,1,1,4,13,0,0,0,1,0,1,3,12
200009,5,1,14,12,1,1,4,4,0,1,1,0,1,1,3,12
200011,5,1,4,5,1,1,4,1,0,1,0,0,0,0,4,12
200012,5,1,8,11,1,1,4,13,0,1,0,1,0,1,3,12
200015,5,1,14,11,1,1,4,12,0,1,1,0,0,1,3,12
200016,5,1,7,10,1,1,4,13,0,0,0,0,0,0,3,12
200017,5,1,8,10,1,1,4,13,0,0,1,1,1,1,3,12
200019,5,1,8,10,1,0,4,2,0,1,0,1,0,1,3,12
200020,5,1,13,3,1,1,5,13,0,0,0,1,1,0,0,12
200021,5,1,13,3,1,1,5,13,0,1,0,0,0,1,3,12
200023,5,1,8,10,1,1,4,13,0,0,0,1,0,1,3,12
200024,5,1,8,10,1,1,4,13,0,0,0,1,0,0,3,12
200025,5,1,6,4,1,1,4,13,0,0,0,1,0,1,3,12
200028,5,1,13,12,1,1,4,13,0,1,0,0,0,0,0,12
200029,5,1,3,10,1,1,4,4,0,1,0,0,0,0,0,12
200031,5,1,10,10,1,1,4,2,0,0,0,0,0,1,3,12
200033,5,1,13,10,1,1,5,13,0,1,0,0,1,1,3,12
201001,5,1,15,0,0,1,13,12,0,0,0,0,0,0,0,12
201002,5,1,15,11,1,0,4,13,0,0,1,1,1,1,3,12
201003,5,1,7,11,1,1,4,13,0,0,0,1,0,1,4,12
201004,5,1,15,0,1,4,13,13,0,0,0,1,0,0,0,12
201006,5,1,15,10,1,1,4,13,0,1,1,1,0,1,4,12
201007,5,1,7,11,1,1,4,13,0,1,0,1,1,0,3,12
201008,5,1,7,2,1,1,4,13,0,1,0,1,1,0,3,12
201009,5,1,7,2,1,0,4,13,0,0,1,0,0,1,4,12
201011,5,1,7,2,0,1,4,13,0,0,0,1,0,0,0,12
201012,5,1,7,8,1,1,4,13,0,1,0,1,1,1,3,12
201013,5,1,11,2,1,2,4,13,0,0,0,0,0,1,4,12
201016,5,1,7,8,1,1,4,13,0,0,0,0,1,1,3,12
201017,5,1,7,8,1,1,1,13,0,0,0,1,0,1,1,12
201018,5,1,15,12,1,1,4,13,0,1,0,1,1,1,0,12
201020,5,1,15,10,1,8,4,3,0,0,0,1,1,1,3,12
201021,5,1,7,0,1,1,4,1,0,0,0,1,1,0,3,12
201022,5,1,7,0,1,1,4,13,0,1,0,1,1,1,4,12
201024,5,1,11,10,1,1,4,13,0,0,0,1,0,1,4,12
201025,5,1,11,11,1,1,4,13,0,1,1,1,0,0,4,12
201026,5,1,15,10,1,1,4,13,0,1,0,1,0,0,3,12
201029,5,1,13,8,1,1,5,13,0,0,0,1,0,1,3,12
201030,5,1,13,2,1,2,5,13,0,0,1,1,0,1,4,12
201031,5,1,13,2,1,1,5,13,0,0,1,1,0,1,4,12
202001,5,1,13,8,1,1,5,13,0,1,0,1,1,1,3,12
202003,5,1,7,10,1,1,5,13,0,0,0,1,0,1,4,12
202005,5,1,13,2,1,1,5,13,0,0,0,1,0,1,3,12
202007,5,1,13,8,1,2,5,13,0,1,0,0,1,1,4,12
202009,5,1,13,8,1,2,5,13,0,1,0,0,0,1,4,12
202010,5,1,7,8,1,1,4,13,0,0,0,1,0,1,3,12
202012,5,1,9,8,1,1,4,13,0,1,0,1,0,0,3,12
202014,5,1,11,8,1,1,4,13,0,0,0,1,0,1,4,12
202016,5,1,9,8,1,0,4,13,0,0,0,1,0,1,3,12
202018,5,1,13,8,1,0,4,13,0,0,0,1,0,0,3,12
202020,5,1,13,2,1,1,4,13,0,1,0,0,1,1,3,12
202022,5,1,7,8,1,0,4,13,0,0,0,1,0,1,3,12
202024,5,1,7,0,1,1,4,13,0,0,0,1,1,0,3,12
202026,5,1,7,3,1,1,4,13,0,0,0,1,0,1,4,12
202028,5,1,7,12,1,1,4,13,0,1,0,0,0,1,3,12
202030,5,1,7,12,1,1,4,13,0,0,0,0,0,0,3,12
202032,5,1,15,0,1,1,4,4,0,1,0,0,1,1,3,12
202033,5,1,11,10,1,1,4,13,0,0,1,1,0,0,4,12
202035,5,1,7,12,1,1,4,13,0,0,0,0,0,1,4,12
202037,5,1,8,3,1,1,4,13,0,1,0,1,1,1,3,12
202039,5,1,7,10,1,0,4,13,0,0,1,1,0,1,4,12
202041,5,1,7,1,0,1,4,13,0,0,0,1,0,1,3,12
202043,5,1,7,1,0,1,4,13,0,0,0,1,1,1,4,12
202045,5,1,13,4,1,0,4,13,0,0,1,1,0,0,4,12
202047,5,1,7,4,1,0,4,13,0,1,0,0,0,1,4,12
203001,5,1,14,3,1,1,4,13,0,1,1,1,1,0,3,12
203002,5,1,14,4,1,1,4,13,0,1,0,1,1,1,3,12
203004,5,1,6,12,0,5,4,2,0,0,0,1,1,1,3,12
203006,5,1,13,10,1,1,4,13,0,1,0,0,1,1,3,12
203008,5,1,7,10,1,1,4,11,0,0,0,1,1,0,0,12
203010,5,1,14,10,1,2,4,13,0,0,0,1,0,1,4,12
203012,5,1,13,10,1,1,4,13,0,1,0,1,0,0,3,12
203014,5,1,13,3,1,1,4,5,0,0,1,1,1,1,4,12
203016,5,1,13,2,1,0,4,13,0,0,0,0,0,1,4,12
203019,5,1,9,10,1,1,4,6,0,0,0,1,0,0,3,12
203021,5,1,7,10,1,4,4,12,0,0,0,0,0,1,3,12
203023,5,1,7,11,1,4,4,13,0,0,0,0,0,1,3,12
203025,5,1,14,10,1,1,4,13,0,1,0,1,0,0,0,12
203027,5,1,9,10,1,0,4,13,0,0,0,1,0,0,3,12
203029,5,1,13,10,1,0,4,13,0,0,0,1,0,1,4,12
203031,5,1,11,2,1,0,12,13,0,0,1,1,1,0,3,12
203033,5,1,9,10,1,1,4,13,0,0,0,1,1,0,3,12
203034,5,1,7,8,1,4,1,13,1,0,1,1,1,1,0,12
203036,5,1,11,10,1,2,4,13,0,0,0,1,0,1,3,12
203038,5,1,7,10,1,2,4,13,0,1,0,0,0,0,4,12
203040,5,1,11,10,1,2,4,13,0,0,0,0,0,0,4,12
203042,5,1,10,10,1,1,5,13,0,0,0,0,0,1,3,12
203044,5,1,11,3,1,2,5,13,0,0,0,0,0,1,3,12
203046,5,1,13,10,1,1,5,13,0,0,0,1,1,1,0,12
204001,5,1,11,4,0,1,4,13,0,0,0,1,1,1,3,12
204003,5,1,11,4,0,1,4,13,0,0,1,1,0,1,4,12
204004,5,1,13,4,0,1,4,13,0,0,0,1,1,1,3,12
204005,5,1,11,3,0,1,4,13,0,0,0,1,0,1,3,12
204006,5,1,7,4,0,1,4,13,0,0,0,0,0,1,3,12
204008,5,1,13,4,0,1,4,5,0,0,1,0,1,1,4,12
204009,5,1,13,11,0,1,4,4,0,0,0,1,1,1,0,12
204010,5,1,13,11,0,1,4,4,0,1,0,1,1,1,0,12
204011,5,1,13,0,0,1,4,13,0,0,0,0,1,0,0,12
204013,5,1,13,8,0,1,4,13,0,0,0,1,0,0,0,12
204014,5,1,13,8,0,1,4,13,0,1,0,1,0,0,0,12
204015,5,1,7,0,0,1,4,12,0,0,0,1,1,1,3,12
204016,5,1,7,10,0,0,4,13,0,0,1,0,1,1,3,12
204017,5,1,7,10,0,1,4,13,0,1,0,1,1,1,3,12
204019,5,1,9,10,0,1,4,13,0,1,0,0,1,1,3,12
204020,5,1,11,10,0,1,4,13,0,1,0,1,0,1,3,12
204021,5,1,7,10,0,1,4,13,0,0,1,0,0,1,4,12
204022,5,1,13,10,0,1,4,13,0,0,0,1,1,0,3,12
204024,5,1,7,10,1,1,4,13,0,0,1,1,0,1,3,12
204025,5,1,13,10,1,0,4,13,0,1,1,1,1,1,3,12
204026,5,1,7,11,0,1,4,13,0,0,0,1,0,0,0,12
204027,5,1,7,11,0,1,4,13,0,0,0,1,0,0,0,12
204029,5,1,7,7,1,1,4,13,0,1,0,1,0,0,3,12
204030,5,1,8,10,1,1,4,13,0,0,0,1,0,1,3,12
204031,5,1,7,0,1,1,4,13,0,0,1,1,1,1,3,12
205001,5,1,8,0,0,1,4,12,0,1,0,1,1,1,0,12
205002,5,1,8,0,0,2,4,12,0,0,0,1,1,0,0,12
205004,5,1,7,2,1,2,4,13,0,0,0,1,0,1,4,12
205005,5,1,7,4,1,2,4,13,0,0,1,1,1,1,4,12
205006,5,1,7,4,0,1,4,13,0,0,0,1,0,0,0,12
205008,5,1,7,0,1,1,4,13,0,0,0,1,1,0,0,12
205009,5,1,7,8,1,0,4,13,1,0,0,0,0,1,4,12
205010,5,1,13,8,1,0,4,13,0,1,0,1,1,0,3,12
205012,5,1,13,8,1,1,4,13,0,0,1,1,1,1,3,12
205013,5,1,13,10,1,2,4,13,0,0,1,1,1,1,4,12
205014,5,1,13,10,1,2,4,13,0,0,0,0,0,1,3,12
205016,5,1,13,10,1,2,4,13,0,0,0,1,1,1,3,12
205017,5,1,13,8,1,0,4,13,0,1,0,1,1,0,3,12
205018,5,1,13,8,0,1,4,13,0,0,0,1,1,0,0,12
205020,5,1,13,4,1,1,4,4,1,1,0,1,1,1,3,12
205021,5,1,13,5,1,1,4,4,1,1,0,1,1,1,3,12
205022,5,1,13,5,1,1,4,12,0,0,0,0,1,0,3,12
205024,5,1,13,0,1,1,4,2,0,1,0,0,0,0,3,12
205025,5,1,13,0,1,1,4,13,0,0,0,1,1,1,3,12
205026,5,1,13,0,1,1,4,13,0,0,1,0,0,1,4,12
205027,5,1,13,0,1,1,4,13,0,1,0,0,1,0,3,12
205029,5,1,15,0,0,1,12,4,0,0,0,1,1,0,0,12
205030,5,1,13,8,1,1,13,13,0,0,0,1,1,0,0,12
205031,5,1,7,8,0,1,13,13,0,0,0,1,1,0,0,12
205033,5,1,13,8,0,1,13,13,0,0,0,1,1,0,1,12
206001,5,0,13,8,1,0,4,13,0,1,0,1,1,0,3,12
206003,5,0,9,8,1,1,4,13,0,0,0,1,1,0,0,12
206004,5,0,13,10,1,1,4,13,0,0,1,1,1,1,3,12
206005,5,0,9,12,1,1,4,13,1,0,1,1,0,1,3,12
206008,5,0,13,8,1,0,4,13,0,1,0,0,0,1,3,12
206010,5,0,13,8,1,1,4,13,0,0,0,1,0,1,0,12
206012,5,0,13,10,1,1,4,1,0,0,0,1,1,1,0,12
206014,5,0,13,0,1,1,4,13,0,1,0,1,1,1,4,12
206015,5,0,13,0,1,1,4,13,1,1,0,1,1,1,3,12
206016,5,0,13,0,1,0,4,13,0,0,1,1,1,1,4,12
206018,5,0,13,0,0,1,4,11,0,0,0,1,1,0,1,12
206019,5,0,13,11,1,5,4,12,0,1,1,1,1,1,3,12
206020,5,0,13,11,0,1,4,6,0,1,1,1,1,1,0,12
206022,5,0,7,12,1,1,4,1,0,0,0,1,0,0,3,12
206023,5,0,13,10,1,1,4,13,0,1,1,1,1,1,3,12
206025,5,0,13,10,1,1,4,13,0,0,0,1,1,0,3,12
206026,5,0,13,10,1,1,4,13,0,0,0,1,0,1,3,12
206027,5,0,13,10,1,1,4,13,0,0,0,1,0,0,0,12
206029,5,0,13,10,1,4,4,13,0,1,0,1,0,1,3,12
206030,5,0,13,8,1,0,5,13,0,1,1,0,0,1,3,12
206031,5,0,13,8,1,1,5,13,0,0,0,1,1,0,0,12
206033,5,0,7,8,1,1,5,13,0,1,0,0,0,0,0,12
206034,5,0,13,8,1,0,5,13,0,0,0,0,0,0,3,12
207001,5,0,13,2,1,1,4,13,0,0,1,1,0,1,4,12
207003,5,0,13,2,1,1,4,13,0,0,0,1,0,1,3,12
207004,5,0,13,2,1,1,4,13,0,0,1,0,0,1,4,12
207006,5,0,13,2,1,0,4,13,1,1,0,1,0,1,4,12
207007,5,0,13,10,1,0,4,13,0,0,0,1,1,1,3,12
207009,5,0,9,8,1,1,4,13,0,0,0,1,0,1,3,12
207010,5,0,8,8,0,0,4,13,0,0,0,1,0,1,3,12
207012,5,0,4,8,1,0,4,13,0,0,0,0,0,1,3,12
207013,5,0,7,3,1,1,4,13,0,0,0,0,1,1,3,12
207014,5,0,9,3,1,1,4,13,0,0,0,0,1,1,3,12
207016,5,0,7,0,1,1,4,13,0,0,1,1,1,1,4,12
207017,5,0,7,4,1,0,6,13,0,0,0,0,0,1,4,12
207019,5,0,11,4,1,1,4,13,0,0,1,0,1,1,4,12
207020,5,0,15,4,1,1,4,13,0,0,1,1,0,1,4,12
207022,5,0,13,0,0,1,4,12,0,0,0,0,1,1,3,12
207023,5,0,14,0,0,1,4,13,0,1,0,1,0,1,3,12
207025,5,0,14,1,0,1,4,13,0,0,0,1,0,1,3,12
207026,5,0,7,10,1,2,4,13,0,0,1,1,0,1,4,12
207028,5,0,7,10,1,1,4,13,0,0,0,1,0,1,3,12
207029,5,0,7,4,1,0,4,13,0,0,0,1,0,1,4,12
207031,5,0,7,4,1,0,4,13,0,1,0,1,0,1,4,12
207032,5,0,7,4,1,0,4,13,0,0,1,0,0,1,3,12
207034,5,0,13,2,1,1,5,13,0,0,1,1,1,1,4,12
207035,5,0,13,2,1,1,5,13,0,1,0,1,1,1,4,12
207037,5,0,7,2,0,1,0,13,0,0,0,1,0,0,0,12
208002,5,1,7,2,1,2,4,13,0,0,1,0,0,1,4,28
208004,5,1,13,4,1,2,4,13,0,0,1,0,0,1,4,28
208006,5,1,5,2,1,2,4,13,0,0,1,0,0,1,4,28
208008,5,1,3,2,1,1,4,13,0,0,0,0,0,1,4,28
208010,5,1,4,3,1,1,4,13,0,0,0,0,0,0,4,28
208012,5,1,4,3,1,1,4,13,0,0,0,0,0,0,4,28
208014,5,1,4,3,1,1,4,13,0,1,0,0,0,1,4,28
208016,5,1,4,4,1,1,4,13,0,0,0,1,0,1,3,28
208018,5,1,3,2,0,2,4,13,0,0,1,1,0,1,4,28
208020,5,1,7,4,1,1,4,13,0,0,1,1,0,1,4,28
208022,5,1,8,4,1,2,4,13,0,0,1,0,0,1,4,28
208024,5,1,0,2,1,2,4,13,0,0,1,1,0,1,4,28
208026,5,1,5,2,1,2,4,13,0,0,1,1,0,1,4,28
208028,5,1,3,2,1,1,4,13,0,0,0,1,0,1,4,28
208030,5,1,7,3,1,1,4,13,0,0,0,1,0,0,3,28
208032,5,1,7,9,1,1,4,13,0,1,0,0,0,0,3,28
208034,5,1,7,2,1,1,4,13,0,0,0,0,0,1,4,28
208036,5,1,7,2,1,1,4,13,0,0,0,1,0,0,4,28
208038,5,1,7,2,1,1,4,13,0,1,0,1,0,1,4,28
208040,5,1,7,2,1,1,4,13,0,1,1,0,0,1,3,28
208042,5,1,7,2,1,1,4,13,0,0,0,0,1,1,4,28
208044,5,1,7,2,1,1,4,13,0,0,0,0,1,1,4,28
208046,5,1,13,4,1,1,4,13,0,0,1,1,0,1,4,28
208048,5,1,11,4,1,0,4,13,0,1,0,0,0,1,4,28
208050,5,1,15,8,1,1,4,13,0,0,0,0,0,1,3,28
209002,5,1,7,10,1,1,4,13,0,0,0,1,0,1,4,28
209004,5,1,7,10,1,1,4,13,0,0,1,1,0,1,4,28
209007,5,1,7,8,1,1,4,13,0,0,0,1,0,1,3,28
209010,5,1,7,8,1,1,4,13,0,0,0,0,0,0,0,28
209012,5,1,13,10,1,1,4,13,0,1,0,1,1,1,4,28
209015,5,1,7,10,1,1,4,13,0,0,0,1,0,1,3,28
209018,5,1,13,10,1,1,4,13,0,0,0,1,1,0,3,28
209021,5,1,13,10,1,1,4,13,0,1,0,0,0,1,4,28
209023,5,1,0,2,1,1,4,13,0,1,0,0,0,1,4,28
209026,5,1,0,2,1,1,4,13,0,0,0,0,0,1,4,28
209029,5,1,0,2,1,1,4,13,0,1,0,0,0,1,4,28
209031,5,1,13,8,1,1,4,13,0,0,0,0,1,0,3,28
209034,5,1,7,4,1,1,4,13,0,1,0,1,0,1,4,28
209037,5,1,7,8,1,1,4,13,0,0,0,1,0,0,3,28
209040,5,1,7,8,1,1,4,13,0,0,0,1,0,0,0,28
209042,5,1,15,8,1,1,4,13,0,0,0,0,0,0,0,28
209045,5,1,14,8,1,1,4,13,0,0,0,0,0,0,0,28
209048,5,1,14,8,1,1,4,13,0,0,0,0,0,1,3,28
209051,5,1,14,10,1,1,4,13,0,0,0,1,1,0,3,28
209053,5,1,7,2,1,1,4,13,0,0,0,0,0,1,4,28
209056,5,1,7,8,1,1,4,13,0,0,0,0,0,0,0,28
209059,5,1,7,8,1,1,4,13,0,0,0,0,0,0,0,28
209061,5,1,9,4,1,0,4,13,0,0,0,1,0,1,4,28
209064,5,1,9,4,1,0,4,13,0,1,0,1,0,1,4,28
209067,5,1,9,4,1,1,4,13,0,0,0,1,0,1,4,28
210001,5,1,13,10,0,1,13,13,0,0,0,0,1,0,0,28
210003,5,1,13,10,0,1,4,13,0,1,0,0,0,1,3,28
210005,5,1,13,4,0,1,4,13,0,1,0,0,1,1,3,28
210007,5,1,13,11,0,1,4,13,0,0,0,0,0,0,0,28
210009,5,1,13,12,0,1,4,13,0,0,0,1,0,1,3,28
210010,5,1,8,3,0,1,4,13,0,0,0,0,0,1,4,28
210012,5,1,13,10,0,1,4,13,0,1,1,1,1,1,3,28
210014,5,1,13,10,0,1,4,13,0,0,0,1,1,0,0,28
210016,5,1,13,10,0,1,4,13,0,0,0,0,1,0,0,28
210018,5,1,13,12,0,1,13,13,0,1,0,0,0,1,0,28
210019,5,1,13,10,0,4,13,13,0,1,0,0,0,0,0,28
210021,5,1,8,10,1,1,4,13,0,0,0,1,0,0,3,28
210023,5,1,13,3,1,1,4,13,0,1,0,0,0,1,4,28
210025,5,1,8,3,0,1,4,13,0,0,1,0,0,1,4,28
210027,5,1,8,3,1,1,4,13,0,0,0,0,0,0,3,28
210028,5,1,13,10,0,1,4,13,0,1,1,0,0,1,3,28
210030,5,1,13,2,0,1,4,13,0,1,0,0,0,1,3,28
210032,5,1,13,3,1,1,4,13,0,0,0,1,0,0,3,28
210034,5,1,13,2,0,4,4,13,0,1,0,0,0,1,4,28
210036,5,1,13,4,1,0,4,13,0,1,1,1,0,1,4,28
210037,5,1,13,10,0,1,4,13,1,0,0,1,1,0,0,28
210041,5,1,13,12,1,1,4,13,0,0,0,0,0,0,3,28
210043,5,1,13,10,1,1,4,13,0,0,0,0,0,0,3,28
211003,5,1,11,2,1,1,4,13,0,0,0,1,0,1,4,28
211005,5,1,9,2,1,1,4,13,0,0,0,0,0,1,4,28
211008,5,1,9,10,1,1,4,13,0,1,0,0,1,0,3,28
211010,5,1,11,2,1,1,4,13,0,0,0,1,0,1,4,28
211013,5,1,0,10,1,1,4,13,0,0,0,1,0,0,4,28
211015,5,1,0,10,1,1,4,13,0,1,0,1,1,0,3,28
211018,5,1,13,10,1,1,4,13,0,0,0,0,0,0,4,28
211020,5,1,7,10,1,1,4,13,0,1,0,0,1,1,3,28
211023,5,1,7,2,1,1,4,13,0,0,0,1,0,1,4,28
211025,5,1,7,2,1,1,4,13,0,0,0,0,0,1,4,28
211028,5,1,7,12,1,0,4,13,0,0,0,0,0,1,4,28
211030,5,1,13,12,1,0,4,13,0,1,0,1,0,1,4,28
211033,5,1,9,2,1,1,4,13,0,0,0,1,0,1,4,28
211035,5,1,11,10,1,1,4,13,0,1,0,0,0,1,4,28
211038,5,1,11,2,1,1,4,13,0,0,0,0,0,1,4,28
211040,5,1,9,10,1,1,4,13,0,1,0,1,0,1,4,28
211043,5,1,0,10,1,1,4,13,0,1,0,0,0,0,3,28
211045,5,1,11,10,1,1,4,13,0,1,0,0,1,1,4,28
211047,5,1,11,10,1,1,4,13,0,1,0,0,0,1,4,28
211050,5,1,11,10,1,1,4,13,0,1,0,1,0,1,4,28
211052,5,1,7,10,1,1,4,13,0,0,0,0,1,1,3,28
211055,5,1,7,10,1,1,4,13,0,1,0,0,0,1,4,28
211057,5,1,7,10,1,1,4,13,0,0,0,0,0,1,3,28
211060,5,1,13,12,1,1,4,13,0,0,0,1,0,0,3,28
211062,5,1,0,10,1,1,4,13,0,0,0,0,0,1,4,28
212001,5,0,14,8,0,4,1,13,0,0,0,1,1,1,0,28
212002,5,0,14,8,0,4,1,13,0,1,0,1,1,0,0,28
212004,5,0,14,8,0,4,1,13,1,1,0,1,1,0,1,28
212005,5,0,14,8,0,4,1,13,0,1,0,1,1,0,1,28
212006,5,0,14,8,0,1,0,13,0,1,0,1,1,1,0,28
212007,5,0,14,8,0,1,0,13,0,1,0,1,1,1,0,28
212009,5,0,14,8,1,1,0,13,0,1,0,0,1,1,0,28
212010,5,0,14,0,0,1,0,13,0,1,0,1,1,0,0,28
212011,5,0,14,10,0,1,0,13,0,1,0,1,1,1,0,28
212013,5,0,14,8,1,1,1,13,0,1,0,1,1,0,0,28
212014,5,0,6,8,0,1,1,13,0,1,0,1,1,0,0,28
212015,5,0,6,8,0,1,1,13,0,1,0,0,1,1,0,28
212016,5,0,14,8,0,1,1,13,0,0,0,0,1,0,0,28
212018,5,0,14,8,0,1,1,13,0,0,0,1,1,0,0,28
212019,5,0,14,8,0,1,1,13,0,1,1,0,1,0,0,28
212020,5,0,14,8,0,4,1,13,1,1,0,1,1,0,0,28
212022,5,0,14,8,0,4,1,13,0,1,0,1,1,0,0,28
212023,5,0,14,8,0,4,1,6,0,1,1,1,1,0,0,28
212024,5,0,14,8,0,4,1,13,1,1,0,1,1,0,1,28
212025,5,0,14,8,0,1,0,13,0,1,0,1,1,0,0,28
212027,5,0,14,10,0,1,4,13,0,0,0,1,0,0,0,28
212028,5,0,14,10,0,1,4,13,0,1,0,1,1,0,0,28
212029,5,0,14,8,0,4,0,13,1,0,0,0,0,0,0,28
212030,5,0,14,8,0,4,0,13,0,0,0,1,0,0,1,28
212032,5,0,14,8,0,4,1,13,0,1,0,0,1,0,2,28
213001,5,0,7,10,1,1,4,13,0,1,0,1,0,1,3,28
213003,5,0,13,2,1,1,4,13,0,0,0,0,0,0,3,28
213005,5,0,7,2,1,1,4,13,0,0,0,1,0,1,3,28
213007,5,0,13,10,1,1,4,13,0,0,0,0,0,1,3,28
213010,5,0,7,2,1,1,4,13,0,0,0,1,1,1,4,28
213012,5,0,13,12,1,1,4,13,1,1,0,0,1,0,0,28
213014,5,0,7,8,1,1,4,13,0,1,0,1,1,0,3,28
213016,5,0,7,8,1,1,4,13,0,0,0,1,0,0,3,28
213018,5,0,7,8,1,1,4,13,0,1,0,1,1,0,0,28
213020,5,0,7,8,1,1,4,13,0,1,0,1,1,1,3,28
213022,5,0,7,10,1,1,4,13,0,0,0,0,1,1,3,28
213024,5,0,7,10,1,1,4,13,0,0,0,1,0,1,3,28
213026,5,0,7,10,1,1,4,13,0,1,0,1,1,1,3,28
213028,5,0,7,10,1,1,4,13,0,0,0,1,0,0,3,28
213030,5,0,7,10,1,1,4,13,0,0,0,0,1,0,3,28
213032,5,0,15,3,1,0,4,13,0,1,0,1,0,1,3,28
213035,5,0,15,3,1,1,4,13,0,0,0,1,0,1,3,28
213037,5,0,7,2,1,1,4,13,0,0,0,0,0,1,3,28
213039,5,0,7,8,1,1,4,13,0,0,0,0,0,0,3,28
213041,5,0,7,8,1,1,4,13,0,0,0,1,0,1,3,28
213043,5,0,7,8,1,1,4,13,0,0,0,1,0,1,3,28
213045,5,0,7,8,1,1,4,13,0,0,0,0,0,0,3,28
213047,5,0,7,10,1,1,4,13,0,0,0,0,1,0,0,28
213049,5,0,7,10,1,1,4,13,0,0,0,1,0,1,0,28
213051,5,0,13,2,1,1,4,13,0,0,0,1,0,0,3,28
214001,5,0,13,10,0,1,4,13,0,1,0,0,1,1,0,28
214003,5,0,13,10,0,1,4,13,0,0,0,0,1,1,0,28
214004,5,0,13,10,0,1,4,13,0,0,0,1,1,0,0,28
214006,5,0,13,10,0,1,4,13,0,1,0,0,1,0,3,28
214007,5,0,13,10,0,1,4,13,0,1,0,1,1,0,0,28
214009,5,0,13,11,0,1,4,13,0,0,0,1,0,0,0,28
214011,5,0,13,10,0,1,4,13,0,0,0,0,1,0,0,28
214012,5,0,8,10,0,1,4,13,0,0,0,1,1,0,0,28
214014,5,0,8,10,0,4,13,13,0,1,0,1,1,0,0,28
