Case Identification,Region,Type of Place of Residence,Source of Drinking Water,Type of Toilet Facility,Has Electricity,Main Floor Material,Main Wall Material,Main Roof Material,Has Bicycle,Has Motorcycle or Scooter,Has Car or Truck,Has Mosquito Bed Net for Sleeping,Owns Land Suitable for Agriculture,Has Bank Account,Wealth Index,State
73031,1,1,3,11,1,1,4,13,1,1,0,1,1,1,3,4
73033,1,1,3,11,1,1,4,13,0,1,0,1,0,1,4,4
73035,1,1,4,11,0,4,4,13,0,0,0,1,0,0,0,4
73037,1,1,4,11,0,4,4,13,0,0,0,1,0,0,0,4
73039,1,1,4,12,1,1,4,13,0,0,0,1,0,0,3,4
73041,1,1,4,12,1,1,4,13,0,1,0,1,0,0,3,4
73043,1,1,11,12,1,1,4,13,0,1,0,1,0,0,0,4
73045,1,1,15,12,1,1,4,13,0,0,0,1,1,0,0,4
73047,1,1,11,12,1,1,4,13,1,1,0,1,0,1,3,4
73049,1,1,7,12,1,1,4,13,1,1,1,1,0,1,4,4
74002,1,1,5,2,1,1,4,13,1,1,0,1,1,1,0,4
74005,1,1,13,3,1,1,4,13,0,1,0,0,0,1,4,4
74007,1,1,13,4,1,1,4,13,0,0,0,1,0,1,3,4
74010,1,1,3,3,1,1,4,13,0,0,1,1,1,1,4,4
74012,1,1,4,2,1,1,4,13,0,0,1,1,1,1,4,4
74014,1,1,3,2,1,1,4,13,0,1,0,1,1,0,3,4
74017,1,1,5,2,1,1,4,13,0,1,1,1,1,1,3,4
74019,1,1,5,11,1,1,4,13,0,1,0,1,1,0,0,4
74022,1,1,13,11,1,1,4,13,0,0,0,1,0,0,3,4
74024,1,1,13,11,0,4,4,13,0,0,0,1,0,0,0,4
74027,1,1,1,11,1,1,4,13,0,1,0,1,0,1,3,4
74029,1,1,13,11,0,1,4,13,0,0,0,1,1,0,3,4
74032,1,1,13,11,0,4,4,13,0,0,0,1,1,0,0,4
74034,1,1,13,11,1,4,13,13,1,0,0,1,0,0,2,4
74036,1,1,13,11,0,1,13,10,0,0,0,1,0,0,0,4
74039,1,1,13,3,1,1,4,13,0,1,0,1,1,0,1,4
74041,1,1,13,10,1,1,4,13,0,1,0,1,1,0,0,4
74044,1,1,13,10,1,1,4,13,1,1,0,1,1,0,3,4
74046,1,1,13,3,1,1,4,13,0,1,0,1,0,0,0,4
74049,1,1,5,2,1,2,4,13,0,1,0,1,0,1,4,4
74051,1,1,13,11,1,1,4,13,0,1,0,1,0,0,2,4
74053,1,1,4,11,1,1,4,13,0,1,0,1,1,0,0,4
74056,1,1,4,2,1,1,4,13,0,1,0,1,1,0,4,4
74058,1,1,4,2,1,1,4,13,0,1,0,1,1,1,4,4
74061,1,1,4,10,1,1,4,13,0,1,0,1,1,0,1,4
75001,1,0,13,11,0,4,2,10,0,0,0,1,1,0,2,4
75003,1,0,13,11,0,4,2,10,0,0,0,1,1,0,2,4
75006,1,0,13,11,0,4,0,6,0,0,0,1,1,0,2,4
75009,1,0,13,11,0,4,2,10,1,0,0,1,1,0,2,4
75011,1,0,13,11,0,4,2,10,1,0,0,1,1,0,2,4
75014,1,0,13,11,0,4,2,10,0,0,0,1,1,0,2,4
75016,1,0,13,11,0,4,2,10,0,1,0,1,1,0,2,4
75019,1,0,13,8,0,4,2,10,0,0,0,1,1,0,1,4
75021,1,0,13,8,0,4,2,10,0,1,0,1,1,0,2,4
75024,1,0,13,8,0,4,2,10,0,1,0,1,1,0,2,4
75026,1,0,13,11,0,4,2,10,0,0,0,1,1,0,2,4
75029,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
75031,1,0,13,8,0,4,2,10,1,0,0,1,1,0,2,4
75034,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
75036,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
75039,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
75041,1,0,13,11,0,4,2,10,1,0,0,1,1,0,2,4
75044,1,0,13,11,0,4,2,10,0,0,0,1,1,0,2,4
75046,1,0,13,11,0,4,2,10,0,0,0,1,1,0,2,4
75049,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
75051,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
75054,1,0,13,8,0,4,2,10,1,1,0,1,1,0,2,4
75056,1,0,13,8,0,4,2,10,0,0,0,1,1,0,1,4
75059,1,0,13,8,0,4,2,10,0,1,0,1,1,0,2,4
75061,1,0,13,8,0,4,2,10,0,1,0,1,1,0,2,4
76003,1,0,13,11,0,4,13,13,0,1,0,1,1,0,2,4
76005,1,0,13,11,0,4,13,13,0,1,0,1,1,0,2,4
76008,1,0,13,11,0,4,13,10,1,0,0,1,1,0,2,4
76011,1,0,13,8,0,4,12,13,0,1,0,1,1,0,1,4
76014,1,0,13,11,0,4,13,13,1,1,0,1,1,0,2,4
76016,1,0,13,10,0,4,13,13,1,1,0,1,1,1,1,4
76019,1,0,13,11,0,1,0,10,1,0,0,1,1,0,1,4
76022,1,0,13,10,0,1,13,13,0,1,0,1,1,0,1,4
76025,1,0,13,10,0,1,13,13,0,0,0,1,1,0,0,4
76027,1,0,13,11,0,1,4,13,0,1,0,1,1,0,0,4
76030,1,0,13,10,0,1,13,13,1,1,0,1,1,0,0,4
76033,1,0,7,12,0,1,13,13,1,1,0,1,1,1,0,4
76036,1,0,13,8,0,1,4,13,0,1,0,1,1,0,1,4
76039,1,0,13,11,0,4,13,13,0,1,0,1,1,0,1,4
76041,1,0,14,11,0,4,13,10,1,0,0,1,1,0,1,4
76044,1,0,14,11,0,4,13,10,0,0,0,1,1,0,1,4
76047,1,0,15,8,0,4,2,10,0,0,0,1,1,0,2,4
76050,1,0,13,11,0,1,13,13,0,1,0,1,1,0,1,4
76052,1,0,13,11,0,1,13,13,0,1,0,1,1,0,1,4
76055,1,0,13,11,0,4,0,10,1,1,0,1,1,0,2,4
76058,1,0,13,11,0,4,0,10,1,1,0,1,1,0,2,4
76061,1,0,13,10,0,4,0,10,0,1,0,1,1,0,2,4
76063,1,0,13,8,0,4,13,13,1,0,0,1,1,0,2,4
76066,1,0,13,8,0,4,13,13,1,1,0,1,1,0,1,4
76069,1,0,14,11,0,4,13,10,1,1,0,1,1,0,2,4
77001,1,0,13,8,0,4,0,13,1,0,0,1,1,0,2,4
77003,1,0,13,8,0,4,0,10,0,0,0,1,1,0,2,4
77004,1,0,13,8,0,4,0,10,0,0,0,1,0,0,2,4
77006,1,0,13,8,0,4,0,10,0,0,0,1,0,0,2,4
77007,1,0,13,8,0,4,0,10,0,0,0,1,1,0,2,4
77009,1,0,13,8,0,4,0,10,0,0,0,1,1,0,1,4
77010,1,0,13,8,0,4,13,10,0,0,0,1,1,0,2,4
77012,1,0,13,8,0,4,13,10,0,0,0,1,1,0,2,4
77013,1,0,13,8,0,4,13,10,0,0,0,1,1,0,2,4
77015,1,0,13,8,0,4,13,10,1,0,0,1,1,0,2,4
77016,1,0,13,8,0,4,13,10,0,0,0,1,1,0,2,4
77018,1,0,13,8,0,4,13,10,1,0,0,1,1,0,2,4
77019,1,0,13,8,0,4,13,10,0,0,0,1,0,0,1,4
77021,1,0,13,8,0,4,13,10,1,0,0,1,1,0,2,4
77022,1,0,13,8,0,4,13,10,0,0,0,1,1,0,2,4
77024,1,0,13,8,0,4,13,10,0,0,0,1,1,0,2,4
77026,1,0,13,8,0,4,13,10,0,0,0,1,1,0,2,4
77027,1,0,13,8,0,4,13,10,1,0,0,1,1,0,2,4
77029,1,0,13,8,0,4,2,10,1,0,0,1,1,0,2,4
77030,1,0,10,8,0,4,2,10,0,0,0,1,1,0,2,4
77032,1,0,10,8,0,4,2,10,0,0,0,1,1,0,2,4
77033,1,0,10,8,0,4,2,10,1,0,0,1,1,0,2,4
77035,1,0,10,8,0,4,2,10,1,1,0,1,1,0,2,4
77036,1,0,10,8,0,4,13,10,1,1,0,1,1,0,2,4
77038,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78002,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78004,1,0,13,8,1,4,2,10,1,0,0,1,1,0,2,4
78006,1,0,13,11,0,4,2,10,1,0,0,1,1,0,2,4
78007,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78009,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78011,1,0,15,8,0,4,2,10,1,0,0,1,1,0,2,4
78012,1,0,15,8,0,4,2,10,0,0,0,1,1,0,2,4
78014,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78016,1,0,13,11,0,4,2,10,1,1,0,1,1,0,2,4
78017,1,0,13,11,0,4,2,10,0,0,0,1,1,0,2,4
78019,1,0,13,11,0,4,2,10,1,0,0,1,1,0,2,4
78021,1,0,13,8,0,4,2,10,1,0,0,1,1,0,2,4
78022,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78024,1,0,13,8,0,4,2,10,1,0,0,1,1,0,2,4
78026,1,0,13,8,0,4,2,10,1,0,0,1,1,0,2,4
78027,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78029,1,0,14,8,0,4,2,10,0,1,0,1,1,0,2,4
78031,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78032,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78034,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78036,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78037,1,0,13,8,0,4,2,10,0,1,0,1,1,0,2,4
78039,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78041,1,0,13,8,0,4,2,10,0,0,0,1,1,0,2,4
78042,1,0,13,8,0,4,2,10,0,0,0,0,1,0,2,4
79004,1,0,13,11,1,1,4,13,1,1,1,1,1,1,3,4
79008,1,0,13,11,1,1,4,13,0,1,1,1,1,1,3,4
79011,1,0,13,2,1,1,4,13,1,1,0,1,1,1,0,4
79015,1,0,13,11,1,1,5,13,1,1,0,1,1,1,3,4
79019,1,0,13,11,0,1,0,6,0,1,0,1,1,0,2,4
79023,1,0,15,11,1,1,13,13,1,0,0,1,1,0,0,4
79027,1,0,15,10,1,1,4,13,1,1,0,1,1,0,0,4
79030,1,0,13,11,1,1,4,6,1,0,0,1,1,0,0,4
79034,1,0,13,11,1,1,0,13,1,0,0,1,1,0,0,4
79038,1,0,13,11,1,1,4,13,0,0,0,1,1,0,0,4
79042,1,0,15,12,1,1,13,13,1,1,0,1,1,0,1,4
79046,1,0,13,12,1,1,4,13,1,1,0,1,1,0,1,4
79049,1,0,15,10,1,1,4,13,0,1,0,1,1,0,0,4
79053,1,0,15,11,1,1,4,13,1,1,0,1,1,1,3,4
79057,1,0,13,10,1,4,4,13,1,1,0,1,1,1,3,4
79061,1,0,13,12,1,1,4,13,0,0,0,1,1,0,0,4
79065,1,0,13,12,1,1,4,13,0,0,0,1,1,0,0,4
79068,1,0,7,12,1,1,4,13,0,1,0,1,1,0,3,4
79072,1,0,15,12,1,1,4,2,0,1,0,1,1,1,0,4
79076,1,0,15,12,1,1,13,13,1,1,0,1,1,1,1,4
79080,1,0,7,11,1,1,4,13,1,1,0,1,1,1,0,4
79084,1,0,15,11,1,1,13,13,1,1,0,1,0,0,0,4
79087,1,0,13,12,1,1,13,13,1,1,0,1,1,0,0,4
79090,1,0,13,12,1,1,4,13,0,1,0,1,1,0,1,4
79095,1,0,13,10,1,1,4,13,1,1,1,1,1,0,0,4
80002,1,0,13,11,0,4,13,10,0,0,0,1,1,0,2,4
80004,1,0,13,10,1,1,4,13,0,1,0,1,1,0,1,4
80007,1,0,13,10,1,1,4,13,0,0,0,1,1,0,0,4
80009,1,0,13,10,1,1,4,13,0,1,0,1,1,0,0,4
80012,1,0,13,10,1,1,4,13,0,1,0,1,1,0,0,4
80014,1,0,13,11,0,1,13,13,0,0,0,1,0,0,1,4
80017,1,0,13,11,0,4,0,13,0,1,0,1,1,0,2,4
80019,1,0,13,11,0,4,0,13,0,1,0,1,1,0,2,4
80021,1,0,13,11,1,4,0,13,1,1,0,1,1,1,1,4
80024,1,0,13,11,1,4,0,10,1,0,0,1,1,0,2,4
80026,1,0,13,11,1,4,4,13,0,1,0,1,1,0,0,4
80029,1,0,13,11,0,4,4,13,0,1,0,1,1,0,0,4
80031,1,0,11,10,1,1,4,13,1,0,0,1,1,0,1,4
80034,1,0,13,10,1,1,0,11,1,0,0,1,1,0,1,4
80036,1,0,13,11,1,1,0,13,0,0,0,1,1,0,1,4
80039,1,0,13,10,1,1,0,13,0,1,0,0,1,0,1,4
80041,1,0,13,11,0,4,0,13,0,0,0,1,1,0,2,4
80043,1,0,13,10,0,1,4,13,0,0,0,1,1,0,0,4
80046,1,0,13,11,1,4,13,13,1,0,0,1,1,0,1,4
80048,1,0,13,11,0,4,13,13,0,1,0,1,1,0,2,4
80051,1,0,13,11,0,1,4,13,0,0,0,1,1,0,1,4
80053,1,0,13,11,0,1,4,13,0,0,0,1,1,0,0,4
80056,1,0,13,11,0,4,4,13,1,1,0,1,1,0,1,4
80058,1,0,15,11,0,2,4,13,0,1,0,1,1,0,0,4
80060,1,0,15,11,1,1,4,13,0,1,0,1,1,0,0,4
81001,1,0,15,11,0,1,13,13,1,1,0,1,1,0,1,4
81006,1,0,15,11,0,4,4,13,0,0,0,1,1,0,0,4
81011,1,0,15,11,0,4,13,10,0,0,0,1,1,0,1,4
81016,1,0,15,11,0,1,4,13,0,0,0,1,1,0,0,4
81021,1,0,15,11,0,1,13,13,0,1,0,1,1,0,0,4
81026,1,0,15,11,0,4,13,13,0,0,0,1,1,0,1,4
81031,1,0,15,11,0,1,13,10,0,0,0,1,1,0,1,4
81036,1,0,15,11,0,1,13,13,0,0,0,1,1,0,1,4
81041,1,0,15,11,0,1,4,13,1,1,0,1,1,0,1,4
81045,1,0,15,11,0,1,13,13,0,1,0,1,1,0,1,4
81050,1,0,6,10,0,1,4,13,0,1,0,1,1,0,1,4
81055,1,0,15,3,0,1,4,13,0,0,0,1,1,1,0,4
81060,1,0,15,11,0,1,13,13,1,0,0,1,1,0,1,4
81065,1,0,15,11,0,4,0,13,1,1,0,1,1,0,2,4
81070,1,0,15,11,0,4,0,13,1,0,0,1,1,0,1,4
81075,1,0,13,11,0,4,0,13,1,1,1,1,1,0,1,4
81080,1,0,15,11,0,4,0,13,0,1,0,1,1,0,2,4
81085,1,0,13,11,0,4,0,13,0,1,0,1,1,0,2,4
81090,1,0,15,11,0,4,0,10,0,0,0,1,1,0,2,4
81095,1,0,15,11,0,1,4,13,0,0,0,1,1,0,0,4
81100,1,0,15,10,0,1,4,13,0,1,0,1,1,0,2,4
81104,1,0,15,11,0,1,4,13,0,0,0,1,1,0,1,4
81109,1,0,15,11,0,4,13,10,1,1,0,1,1,0,2,4
81114,1,0,13,11,0,4,13,10,0,1,0,1,1,0,2,4
81119,1,0,13,11,0,1,13,13,0,1,0,1,1,0,2,4
82001,2,1,8,11,0,1,13,13,1,0,0,1,0,0,1,19
82002,2,1,5,10,1,1,13,13,1,1,1,1,1,0,0,19
82004,2,1,3,12,0,4,13,13,1,1,1,1,1,0,1,19
82005,2,1,8,11,0,4,13,13,0,0,0,1,1,0,2,19
82007,2,1,8,10,1,1,4,13,1,0,0,1,1,1,0,19
82008,2,1,3,12,1,4,13,13,0,0,0,1,1,0,2,19
82010,2,1,8,11,0,4,13,13,0,0,0,1,1,0,2,19
82011,2,1,8,10,1,1,4,13,0,0,0,1,1,0,0,19
82013,2,1,3,10,1,4,0,13,0,1,0,1,1,1,0,19
82014,2,1,8,11,0,4,13,13,1,0,0,1,0,0,2,19
82016,2,1,8,11,1,4,13,13,1,0,0,1,1,0,1,19
82017,2,1,3,12,1,4,13,13,1,0,0,1,1,0,0,19
82019,2,1,15,11,0,4,13,13,0,0,0,1,1,0,2,19
82020,2,1,8,10,0,1,13,13,0,0,0,1,0,0,1,19
82022,2,1,5,12,1,1,12,13,0,0,0,1,0,0,3,19
82023,2,1,11,12,0,1,4,13,0,1,0,1,1,1,0,19
82025,2,1,8,10,1,4,13,13,0,0,0,0,1,0,0,19
82026,2,1,15,10,0,1,4,13,1,0,1,1,0,1,0,19
82028,2,1,3,10,1,1,4,13,1,0,0,1,1,1,0,19
82029,2,1,4,11,0,4,4,1,0,1,0,1,1,0,1,19
82031,2,1,15,10,0,4,13,13,1,0,0,1,1,0,2,19
82033,2,1,8,11,0,1,13,13,0,0,0,1,0,0,0,19
82034,2,1,8,10,0,4,13,13,0,0,0,1,1,0,2,19
82036,2,1,8,11,0,1,13,13,0,0,0,1,1,0,2,19
82037,2,1,8,10,0,4,13,13,1,0,0,1,1,0,1,19
83001,2,1,3,4,1,2,4,7,0,1,0,1,0,1,4,19
83004,2,1,13,2,1,1,4,13,0,0,1,1,0,1,4,19
83006,2,1,13,10,1,6,4,13,1,1,0,1,0,1,3,19
83009,2,1,13,4,1,0,4,7,0,0,1,1,0,0,4,19
83011,2,1,13,10,1,2,4,13,1,0,1,1,0,1,4,19
83014,2,1,13,10,1,1,4,13,1,1,0,0,0,1,0,19
83017,2,1,13,10,1,1,5,13,0,0,0,0,0,0,3,19
83019,2,1,13,10,1,1,1,13,1,0,0,1,0,1,0,19
83022,2,1,13,2,1,2,12,13,1,0,1,1,0,1,4,19
83027,2,1,13,10,1,1,4,13,1,0,0,1,0,0,3,19
83029,2,1,13,10,1,2,4,13,1,0,0,1,1,1,4,19
83032,2,1,3,4,1,2,4,13,0,0,1,1,0,1,4,19
83034,2,1,13,2,1,2,4,13,0,0,1,0,0,1,4,19
83037,2,1,13,10,1,1,4,13,0,1,0,1,1,0,3,19
83039,2,1,13,10,1,1,4,13,1,1,0,1,0,1,3,19
83042,2,1,13,10,1,1,4,13,0,1,0,1,0,1,4,19
83044,2,1,13,10,1,1,4,13,0,0,1,1,0,1,4,19
83047,2,1,13,12,1,1,4,13,0,0,0,1,0,1,3,19
83049,2,1,13,10,1,1,4,13,1,0,1,1,0,1,4,19
83052,2,1,13,12,1,2,4,13,0,1,0,1,0,1,4,19
83054,2,1,13,10,1,4,4,13,0,1,0,1,0,0,1,19
83057,2,1,13,2,1,1,4,13,0,0,1,0,0,1,4,19
83059,2,1,13,10,1,1,4,13,0,1,0,0,0,0,3,19
83062,2,1,13,2,1,1,4,13,0,0,0,1,0,1,4,19
84002,2,1,3,2,1,2,12,13,1,0,1,1,0,1,4,19
84004,2,1,13,2,0,2,4,13,0,0,1,1,1,1,4,19
84008,2,1,3,2,1,1,4,13,0,0,1,1,0,1,4,19
84009,2,1,3,2,1,1,4,13,0,0,1,1,0,1,4,19
84011,2,1,3,2,1,1,4,13,0,0,1,1,0,1,4,19
84013,2,1,3,2,1,1,4,13,0,0,1,1,0,1,4,19
84015,2,1,3,2,1,1,4,13,1,1,1,1,0,1,4,19
84018,2,1,3,2,1,1,4,13,0,0,1,1,0,1,4,19
84020,2,1,3,9,1,2,4,13,0,0,1,1,0,1,4,19
84022,2,1,3,4,1,2,4,13,1,0,1,1,0,1,4,19
84024,2,1,3,2,1,2,4,13,0,0,1,1,1,1,4,19
84026,2,1,3,2,1,2,4,13,0,0,1,1,0,1,4,19
84027,2,1,3,4,1,2,4,13,0,0,1,0,0,1,4,19
84029,2,1,3,2,1,2,4,13,0,0,1,1,0,1,4,19
84031,2,1,3,2,1,1,4,13,0,1,0,1,0,1,4,19
84033,2,1,3,2,1,2,4,13,0,0,1,0,0,1,4,19
84035,2,1,3,2,1,2,4,13,0,0,1,1,0,1,4,19
84036,2,1,3,2,1,1,4,13,1,0,1,0,0,1,4,19
84038,2,1,3,4,1,1,4,13,0,0,1,1,0,1,4,19
84040,2,1,3,2,1,1,4,13,0,0,1,0,0,1,4,19
84042,2,1,3,4,1,2,4,13,0,0,1,0,0,1,4,19
85001,2,1,11,10,1,0,4,1,0,0,1,1,1,1,4,19
85003,2,1,7,11,1,4,4,13,1,1,0,1,1,1,0,19
85006,2,1,5,12,1,1,4,13,1,1,1,1,1,1,4,19
85008,2,1,5,12,1,1,4,13,0,1,0,1,0,1,4,19
85011,2,1,7,11,1,1,4,13,0,0,0,0,0,1,3,19
85016,2,1,8,11,1,1,4,13,0,0,0,1,1,0,3,19
85018,2,1,11,10,1,1,4,13,1,1,0,1,1,1,3,19
85020,2,1,11,12,1,4,4,13,0,0,0,1,1,1,3,19
85023,2,1,11,12,1,1,4,2,0,0,1,1,1,1,4,19
85025,2,1,7,10,1,1,4,13,1,0,0,1,0,1,3,19
85028,2,1,3,12,1,1,4,13,1,1,0,1,1,1,4,19
85030,2,1,11,11,1,1,4,13,1,1,1,1,1,0,3,19
85033,2,1,15,11,1,4,4,13,1,1,0,1,1,1,0,19
85035,2,1,11,12,1,4,4,13,1,1,0,1,0,1,0,19
85038,2,1,11,11,1,1,4,13,0,0,0,1,1,1,4,19
85040,2,1,5,10,1,4,0,13,1,1,1,1,1,1,0,19
85043,2,1,5,12,1,1,4,13,1,1,1,1,0,1,4,19
85045,2,1,11,11,1,1,13,13,1,0,1,0,0,1,4,19
85048,2,1,11,2,1,1,4,13,1,0,1,1,1,1,4,19
85050,2,1,3,12,1,4,4,13,1,1,0,0,1,1,3,19
85053,2,1,11,10,1,1,4,13,1,1,1,1,1,1,0,19
85055,2,1,15,10,0,1,4,13,1,1,1,1,1,0,0,19
85058,2,1,11,11,1,1,4,1,0,1,0,1,1,0,0,19
85060,2,1,11,11,1,4,4,13,1,0,0,1,1,0,3,19
86001,2,0,8,11,0,1,13,13,0,0,0,1,0,0,0,19
86003,2,0,8,11,0,4,13,6,0,1,0,1,1,0,2,19
86005,2,0,3,11,0,4,13,13,0,0,0,1,1,0,1,19
86008,2,0,8,11,0,4,13,6,1,0,0,1,0,0,2,19
86010,2,0,8,11,0,4,13,13,0,1,0,1,1,0,2,19
86012,2,0,8,11,0,4,13,13,1,1,0,1,1,0,2,19
86017,2,0,8,11,0,4,13,6,0,0,0,1,1,0,2,19
86019,2,0,8,11,0,4,0,13,1,0,0,0,1,0,2,19
86021,2,0,8,11,0,4,13,13,0,0,0,0,1,0,2,19
86023,2,0,8,11,0,4,13,6,1,1,0,1,1,0,2,19
86026,2,0,8,11,0,4,0,13,0,1,0,0,1,0,2,19
86028,2,0,8,11,0,4,13,10,1,0,0,1,1,0,2,19
86030,2,0,8,11,0,4,13,6,0,1,0,0,1,0,1,19
86032,2,0,8,11,1,4,0,13,1,0,0,1,1,0,2,19
86035,2,0,8,11,0,4,13,13,0,0,0,1,1,0,1,19
86037,2,0,8,11,0,4,13,6,0,0,0,1,1,0,2,19
86039,2,0,8,11,0,1,4,13,0,0,0,1,0,0,0,19
86041,2,0,8,11,0,4,13,6,1,0,0,1,1,0,2,19
86044,2,0,8,11,0,4,13,12,0,0,0,0,1,0,1,19
86046,2,0,8,11,0,4,0,6,1,0,0,1,1,0,2,19
86048,2,0,8,11,0,4,13,10,0,0,0,0,1,0,1,19
86050,2,0,8,12,0,4,13,6,1,0,0,0,1,0,2,19
86052,2,0,8,11,0,4,13,10,0,0,0,1,1,0,2,19
86055,2,0,8,11,0,5,13,6,1,0,0,1,1,0,2,19
87001,2,0,7,11,0,4,0,10,0,0,0,1,1,0,2,19
87003,2,0,15,11,0,4,2,10,0,0,0,1,1,0,2,19
87006,2,0,15,11,0,4,0,6,0,1,0,1,1,0,2,19
87008,2,0,7,12,0,4,0,10,1,0,0,1,1,0,1,19
87011,2,0,15,11,0,4,2,10,1,1,0,1,1,0,2,19
87013,2,0,15,11,0,4,2,10,0,0,0,1,1,0,2,19
87016,2,0,15,11,0,4,0,10,0,0,0,1,1,0,2,19
87018,2,0,15,8,0,4,2,10,1,0,0,1,1,0,2,19
87021,2,0,15,8,0,4,0,6,0,0,0,1,1,0,2,19
87023,2,0,7,11,0,4,0,13,0,1,0,1,1,0,2,19
87026,2,0,15,8,0,4,2,10,0,0,0,1,1,0,2,19
87028,2,0,15,11,0,4,2,10,0,1,0,1,1,0,2,19
87031,2,0,15,11,0,4,13,10,0,0,0,1,1,0,2,19
87033,2,0,15,8,0,4,2,10,1,0,0,1,1,0,2,19
87036,2,0,15,8,0,4,2,6,0,1,0,1,0,0,2,19
87038,2,0,15,11,0,4,2,10,1,0,0,1,1,0,2,19
87041,2,0,15,11,0,4,2,10,0,0,0,1,1,0,2,19
87044,2,0,15,11,0,4,2,10,0,0,0,1,1,0,2,19
87046,2,0,15,11,0,4,2,10,0,0,0,0,1,0,2,19
87049,2,0,15,11,0,4,2,10,0,0,0,1,1,0,2,19
87051,2,0,15,11,0,4,2,10,0,1,0,1,1,0,2,19
87054,2,0,15,11,0,4,2,10,0,0,0,1,1,0,2,19
87056,2,0,15,11,0,4,2,10,0,0,0,1,1,0,2,19
87059,2,0,15,11,0,4,2,10,0,0,0,1,1,0,2,19
87061,2,0,14,11,0,4,4,13,0,1,0,1,0,0,2,19
88002,2,0,8,11,0,4,13,10,0,1,0,1,1,0,2,19
88004,2,0,15,11,0,4,13,6,1,0,0,1,1,0,2,19
88005,2,0,3,12,0,4,0,8,1,0,0,1,1,0,1,19
88007,2,0,15,11,0,4,13,10,0,0,0,1,1,0,2,19
88009,2,0,15,10,0,4,13,6,0,1,0,1,1,0,1,19
88010,2,0,5,12,0,4,13,8,0,1,0,1,1,0,2,19
88012,2,0,15,10,0,4,13,13,0,1,0,1,1,0,1,19
88014,2,0,15,11,0,4,13,6,1,0,0,1,1,0,1,19
88016,2,0,15,10,0,4,0,10,0,1,0,1,1,0,2,19
88017,2,0,15,11,0,4,13,6,1,0,0,1,1,0,2,19
88019,2,0,15,11,0,4,0,10,0,0,0,1,1,0,2,19
88021,2,0,15,11,0,4,13,6,0,0,0,1,1,0,2,19
88023,2,0,15,11,0,4,0,13,0,0,0,1,0,0,1,19
88024,2,0,15,11,0,4,13,10,0,0,0,1,1,0,2,19
88026,2,0,15,11,0,4,13,6,1,1,0,1,1,0,1,19
88028,2,0,5,12,0,4,13,13,0,0,0,1,1,0,0,19
88029,2,0,15,11,0,4,0,13,0,0,0,1,1,0,1,19
88031,2,0,15,11,0,4,13,10,0,1,0,1,0,0,1,19
88033,2,0,15,11,0,4,13,6,0,1,0,1,1,0,1,19
88035,2,0,8,12,0,4,12,13,0,0,0,1,1,0,2,19
88036,2,0,15,10,0,4,8,13,1,0,0,0,1,0,1,19
88038,2,0,15,11,0,4,13,10,0,1,0,1,1,0,2,19
88040,2,0,15,11,0,4,13,13,0,1,0,1,1,0,2,19
88041,2,0,8,12,0,4,13,13,0,0,0,1,1,0,1,19
88043,2,0,8,12,0,4,13,13,0,0,0,1,1,0,0,19
89001,2,0,14,11,0,1,13,13,0,0,0,1,1,0,0,19
89004,2,0,7,11,0,4,0,13,1,0,0,1,0,1,1,19
89006,2,0,8,12,0,4,3,13,1,0,0,1,1,0,1,19
89009,2,0,13,11,0,1,13,6,0,1,0,1,1,0,1,19
89011,2,0,14,11,0,4,13,13,1,1,0,1,1,0,1,19
89014,2,0,8,12,0,4,4,13,0,1,0,1,1,0,0,19
89016,2,0,13,11,0,4,13,6,0,0,0,1,1,0,2,19
89019,2,0,14,11,0,4,13,13,0,0,1,1,1,0,1,19
89021,2,0,8,12,0,1,4,13,1,1,0,1,1,0,0,19
89026,2,0,14,11,0,4,13,13,0,1,0,1,1,0,1,19
89029,2,0,8,12,0,1,4,13,1,0,0,1,1,1,1,19
89034,2,0,14,11,0,4,13,13,0,1,0,1,1,0,1,19
89037,2,0,13,11,0,4,13,13,1,0,0,1,1,0,1,19
89039,2,0,13,11,0,4,0,6,0,0,0,1,1,0,2,19
89042,2,0,13,11,0,4,13,13,1,1,0,1,1,0,2,19
89044,2,0,13,11,0,4,13,13,0,0,0,1,1,0,1,19
89047,2,0,13,11,0,4,13,13,0,0,0,1,1,0,1,19
